Row_ID,Sex,Is Satisfied with space allocated,Is satisfied with hygiene and sanitation,Is enough healthcare facilities,Is satisfied with the quality of healthcare,Is satisfied with the level of psychological support,Is satisfied with the level of social support,Able to exercise religion freely,Is satisfied with the no of religious facilities,Is enough educational opportunities (< 12 yrs),Are enough educational opportunities (12-18 yrs),Are enough educational opportunities (> 18 yrs),Is satisfied with the quality of education,Is satisfied with the no of job opportunities,Is satisfied with the income,Is satisfied with the overall help from NGOs,Enough good friends,Consider any Bangladeshis as friends,Believe Rohingya and Bangladeshis can be good friends,Have trust on the police/military/guards of camps in Bangladesh,Trust on the NGOs in the camp,Feel stressed or overwhelmed by situation,Talking about problems with others ,Solving problems alone or by asking others,Comfortable talking about problems with NGO workers,Is the situation in the camp is better now or 6 months ago,Smoke cigarettes?,Average cigarettes per day,Smoke before coming to Bangladesh,Chew betel nuts,How many betel nuts a day on average?,Chew before coming to Bangladesh,Ever seen any Rohingya use medicine or syrup often without needing it,Suspense any Rohingya in the camp who use drug,Have you ever seen any Rohingya in the camp use illegal substances (like alcohol or drugs)?,Suspense any Rohingya in the camp who are involved in illegal activities,Hear people talking about violent groups in the camp,Thoughts on violence in the camp has changed over time,Thoughts on sexual harassment in the camp happens often,Where does sexual harassment happen the most?,How afraid are you to leave your child unattended in the camp after it gets dark?,Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?,Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?,To what extent do you feel at home in the camp in Bangladesh now?,Do you know that the Bangladesh government plans on moving Rohingya to Bhasan Char?,Are you willing to go?,Do you think that the government of Myanmar will recognize the rights of Rohingya in the next two years?,Will you return to Myanmar?,Do you think that repatriation to Myanmar will happen in the next two years?,Know any Rohingya who left Bangladesh in the last six months,Where did they go?,Have you thought about leaving to go to another country other than Myanmar and Bangladesh?,How scared are you to leave for another country?,Where do you think you will be in six months from now?,"If you could choose any country in the world, other than Myanmar, where would you go?",Where do you think the majority of Rohingya would choose to go if they could choose freely (apart from Myanmar)?,How do you feel about the future?
11640,Female,Unsatisfied,Unsatisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,trying to forget,I solve my problems myself,Comfortable enough,six months ago,FALSE,,,TRUE,3,Yes,,I don't want to answer,,I don't want to answer,A few times a week,Increased a lot,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,very positive
11642,Female,Unsatisfied,Unsatisfied,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,TRUE,TRUE,Quite a bit of trust,A lot of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,I don't want to answer,,I don't want to answer,Never,Same,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",UK,UK,positive
11643,Female,Unsatisfied,Satisfied,TRUE,Satisfied,Satisfied,Neither satisfied nor unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,FALSE,A lot of trust,A lot of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,6,Yes,,I don't want to answer,,I don't want to answer,Never,Same,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,Yes,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Canada,Canada,very positive
11644,Female,Unsatisfied,Unsatisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,six months ago,FALSE,,,TRUE,4,Yes,,I don't want to answer,,Yes,A few times a month,Increased,Yes,In the streets,Afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",UK,Canada,very positive
11645,Female,Unsatisfied,Satisfied,FALSE,Very unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Unsatisfied,TRUE,TRUE,TRUE,Quite a bit of trust,Little trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,I don't want to answer,,I don't want to answer,A few times a year,Same,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Australia,Australia,positive
11646,Male,Unsatisfied,Unsatisfied,FALSE,Satisfied,Unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,20,Yes,,N/A,,N/A,A few times a month,Same,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,N/A,FALSE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,Saudi Arabia,"Canada, Saudi Arabia",positive
11651,Male,Unsatisfied,Unsatisfied,FALSE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,FALSE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,TRUE,20,TRUE,TRUE,15,Yes,,No,,N/A,A few times a week,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,N/A,TRUE,TRUE,TRUE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,USA,"Australia, USA",positive
11656,Male,Very unsatisfied,Unsatisfied,FALSE,Satisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,FALSE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,TRUE,10,Yes,,N/A,,N/A,A few times a month,Same,I don't want to answer,,Very afraid,FALSE,,To a great extent,Yes,N/A,TRUE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,Turkey,"Any Islamic country, Saudi Arabia, Turkey",positive
11660,Male,Very unsatisfied,Unsatisfied,FALSE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,FALSE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,TRUE,20,Yes,,N/A,,N/A,A few times a month,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,N/A,TRUE,TRUE,TRUE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,Australia,"Australia, USA",positive
11661,Male,Very unsatisfied,Unsatisfied,FALSE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,TRUE,20,FALSE,FALSE,,,,No,,No,A few times a month,Increased,No,,Very afraid,FALSE,,Very little,Yes,No,FALSE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Turkey,USA,positive
11662,Male,Very unsatisfied,Satisfied,FALSE,Satisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,TRUE,20,TRUE,TRUE,10,Yes,,I don't want to answer,,I don't want to answer,A few times a week,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",USA,"Australia, Turkey, USA",positive
11663,Male,Very unsatisfied,Satisfied,TRUE,Satisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,20,Yes,,I don't want to answer,,I don't want to answer,A few times a week,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp ",USA,USA,positive
11664,Male,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,15,Yes,,I don't want to answer,,I don't want to answer,A few times a week,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,Switzerland,Turkey,positive
11665,Male,Very unsatisfied,Unsatisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,I don't want to answer,,No,A few times a month,Increased,No,,I don't have children - does not apply,FALSE,,Somewhat,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp ",USA,"Turkey, USA",positive
11666,Male,Very unsatisfied,Satisfied,TRUE,Satisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,FALSE,TRUE,20,Yes,,I don't want to answer,,I don't want to answer,A few times a week,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",Turkey,"Saudi Arabia, Turkey",positive
11667,Female,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Satisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,I don't want to answer,,I don't want to answer,A few times a week,Increased,I don't want to answer,,I don't have children - does not apply,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp","Saudi Arabia, Turkey",USA,positive
11668,Male,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,I don't want to answer,A few times a month,Increased,No,,I don't have children - does not apply,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",USA,"Turkey, USA",positive
11669,Male,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,TRUE,15,FALSE,TRUE,20,Yes,,No,,I don't want to answer,A few times a week,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",Turkey,USA,positive
11670,Male,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,TRUE,20,FALSE,TRUE,10,Yes,,No,,I don't want to answer,A few times a week,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",USA,"Turkey, USA",positive
11671,Male,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,20,Yes,,No,,I don't want to answer,A few times a month,Increased,I don't want to answer,,Very afraid,FALSE,,Somewhat,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",USA,USA,positive
11672,Male,Very unsatisfied,Satisfied,TRUE,Satisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,No,,No,,I don't want to answer,A few times a month,Increased,No,,I don't have children - does not apply,FALSE,,Somewhat,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",USA,"UK, USA",positive
11673,Male,Very unsatisfied,Unsatisfied,FALSE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,20,FALSE,TRUE,10,Yes,,No,,I don't want to answer,A few times a month,Increased,I don't want to answer,,I don't have children - does not apply,FALSE,,Very little,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,very scared,Myanmar/Motherland,USA,USA,positive
11674,Male,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,FALSE,TRUE,15,Yes,,No,,I don't want to answer,A few times a month,Increased,I don't want to answer,,I don't have children - does not apply,FALSE,,Very little,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Australia,USA,positive
11675,Male,Very unsatisfied,Unsatisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,TRUE,30,FALSE,TRUE,10,Yes,,No,,I don't want to answer,A few times a week,Increased a lot,No,,Very afraid,FALSE,,Somewhat,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,Australia,USA,positive
11676,Male,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,TRUE,20,FALSE,TRUE,20,Yes,,No,,No,A few times a month,Increased,No,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,Myanmar/Motherland,USA,USA,positive
11677,Male,Very unsatisfied,Unsatisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,A few times a month,Increased,No,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",USA,Australia,positive
11678,Male,Very unsatisfied,Unsatisfied,TRUE,Unsatisfied,Satisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,I don't want to answer,A few times a month,Increased a lot,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Australia, USA",USA,positive
11679,Female,Very unsatisfied,Unsatisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,Little trust,Quite a bit of trust,TRUE,trying to forget,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,I don't want to answer,,I don't want to answer,A few times a month,Increased,No,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,USA,positive
11680,Female,Satisfied,Very unsatisfied,TRUE,Unsatisfied,Unsatisfied,Very unsatisfied,TRUE,Very unsatisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,I don't want to answer,,I don't want to answer,A few times a month,Decreased,No,,Afraid,TRUE,TRUE,Not at all,Yes,N/A,FALSE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,USA,"Canada, USA",negative
11681,Male,Very unsatisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,now,FALSE,,,TRUE,30,Yes,,I don't want to answer,,I don't want to answer,A few times a year,Decreased,No,,Afraid,FALSE,,Not at all,Yes,N/A,FALSE,TRUE,FALSE,No,,TRUE,very scared,Can't imagine/I am not sure where I will be,Australia,Australia,positive
11682,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very unsatisfied,TRUE,Very unsatisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,TRUE,4,N/A,,Yes,TRUE,I don't want to answer,A few times a year,Same,No,,Afraid,FALSE,,Very little,Yes,N/A,TRUE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,I don't want to go anywhere else.,I don't know about the majority,very negative
11683,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Satisfied,Very unsatisfied,TRUE,Very unsatisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Very satisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,Yes,FALSE,I don't want to answer,A few times a month,Increased,No,,I don't have children - does not apply,TRUE,FALSE,Not at all,Yes,N/A,FALSE,TRUE,FALSE,No,,TRUE,very scared,Can't imagine/I am not sure where I will be,USA,"Canada, USA",very positive
11684,Male,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very unsatisfied,TRUE,Yes,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,trying to forget,I ask for help,Uncomfortable,same-nothing has changed,TRUE,5,FALSE,TRUE,8,Yes,,I don't want to answer,,I don't want to answer,A few times a year,Same,No,,Not afraid,FALSE,,Not at all,Yes,N/A,FALSE,TRUE,FALSE,No,,TRUE,very scared,Can't imagine/I am not sure where I will be,Malaysia,I don't know about the majority,negative
11685,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very unsatisfied,TRUE,Very unsatisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very uncomfortable,same-nothing has changed,TRUE,4,TRUE,FALSE,,,,I don't want to answer,,I don't want to answer,Never,Same,No,,Afraid,FALSE,,Not at all,Yes,N/A,FALSE,TRUE,FALSE,No,,TRUE,very scared,Can't imagine/I am not sure where I will be,Canada,"Canada, USA",negative
11686,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,I don't want to answer,,I don't want to answer,Never,Same,No,,Afraid,FALSE,FALSE,Not at all,No,,FALSE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,Saudi Arabia,Saudi Arabia,neither positive nor negative
11687,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,I don't want to answer,,I don't want to answer,A few times a month,Same,No,,Afraid,FALSE,,Not at all,Yes,N/A,FALSE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,I don't know,No reply/No comment,neither positive nor negative
11688,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,FALSE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,TRUE,4,Yes,,I don't want to answer,,I don't want to answer,Never,Same,No,,Afraid,FALSE,,Not at all,Yes,N/A,FALSE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,I don't know,No reply/No comment,positive
11689,Male,Unsatisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,trying to forget,I ask for help,Very comfortable,same-nothing has changed,TRUE,7,TRUE,FALSE,,,TRUE,I don't want to answer,,I don't want to answer,A few times a month,Same,No,,Afraid,TRUE,FALSE,Not at all,Yes,N/A,FALSE,TRUE,FALSE,No,,TRUE,very scared,Can't imagine/I am not sure where I will be,"Australia, Canada, USA",USA,positive
11690,Male,Satisfied,Unsatisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I solve my problems myself,Very comfortable,same-nothing has changed,TRUE,2,FALSE,FALSE,,,,I don't want to answer,,I don't want to answer,A few times a year,Same,No,,Not afraid,TRUE,FALSE,Very little,Yes,N/A,FALSE,TRUE,FALSE,No,,TRUE,not scared,Can't imagine/I am not sure where I will be,Saudi Arabia,Saudi Arabia,positive
11691,Male,Satisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Very satisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,FALSE,,,,I don't want to answer,,I don't want to answer,A few times a month,Increased,No,,Afraid,TRUE,FALSE,Not at all,Yes,N/A,FALSE,TRUE,FALSE,No,,TRUE,very scared,Can't imagine/I am not sure where I will be,Canada,Canada,positive
11692,Female,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,TRUE,5,Yes,,I don't want to answer,,I don't want to answer,A few times a month,Same,No,,Afraid,TRUE,FALSE,Not at all,Yes,N/A,FALSE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,Malaysia,I don't know about the majority,positive
11693,Male,Satisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,TRUE,5,TRUE,TRUE,6,Yes,,I don't want to answer,,I don't want to answer,A few times a month,Same,No,,Afraid,TRUE,FALSE,Very little,Yes,N/A,FALSE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,Canada,"Australia, Canada, USA",positive
11694,Male,Very satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,TRUE,7,TRUE,TRUE,5,Yes,,I don't want to answer,,I don't want to answer,A few times a year,Same,No,,Afraid,TRUE,FALSE,Very little,Yes,N/A,FALSE,TRUE,FALSE,No,,TRUE,very scared,Can't imagine/I am not sure where I will be,Saudi Arabia,Saudi Arabia,positive
11695,Female,Satisfied,Unsatisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Very satisfied,Unsatisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,FALSE,trying to forget,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,Yes,FALSE,I don't want to answer,Never,Same,No,,Afraid,TRUE,FALSE,Not at all,Yes,N/A,FALSE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,No reply/No comment,No reply/No comment,positive
